proposal_id,term,sense,source_risk_level,proposal_decision,item_type,value,item_decision,item_risk_level,reason
prop_0ccd88a2cbfd,bat,animal,medium,partial_accept,positive_cue,wing,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_0ccd88a2cbfd,bat,animal,medium,partial_accept,positive_cue,membrane,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_0ccd88a2cbfd,bat,animal,medium,partial_accept,positive_cue,dusk,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_0ccd88a2cbfd,bat,animal,medium,partial_accept,positive_cue,mammal,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_0ccd88a2cbfd,bat,animal,medium,partial_accept,typical_action,hunt,accepted_auto,low,concrete_action_non_generic
prop_0ccd88a2cbfd,bat,animal,medium,partial_accept,typical_action,roost,accepted_auto,low,concrete_action_non_generic
prop_0ccd88a2cbfd,bat,animal,medium,partial_accept,typical_action,hang,accepted_auto,low,concrete_action_non_generic
prop_0ccd88a2cbfd,bat,animal,medium,partial_accept,typical_location,cave,accepted_auto,low,concrete_location
prop_0ccd88a2cbfd,bat,animal,medium,partial_accept,typical_location,attic,accepted_auto,low,concrete_location
prop_0ccd88a2cbfd,bat,animal,medium,partial_accept,semantic_frame_hint,animal_behavior,accepted_auto,low,known_compatible_frame_label
prop_0ccd88a2cbfd,bat,animal,medium,partial_accept,phrase_candidate_hint,flew out of the cave at dusk,needs_review,medium,phrase_candidate_needs_prompt_tail_validation
prop_a835b68aedd0,bat,sports_equipment,medium,partial_accept,positive_cue,pitcher,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_a835b68aedd0,bat,sports_equipment,medium,partial_accept,positive_cue,ball,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_a835b68aedd0,bat,sports_equipment,medium,partial_accept,positive_cue,batter,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_a835b68aedd0,bat,sports_equipment,medium,partial_accept,positive_cue,plate,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_a835b68aedd0,bat,sports_equipment,medium,partial_accept,positive_cue,swing,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_a835b68aedd0,bat,sports_equipment,medium,partial_accept,positive_cue,player,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_a835b68aedd0,bat,sports_equipment,medium,partial_accept,positive_cue,pitch,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_a835b68aedd0,bat,sports_equipment,medium,partial_accept,positive_cue,aluminum,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_a835b68aedd0,bat,sports_equipment,medium,partial_accept,positive_cue,baseball,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_a835b68aedd0,bat,sports_equipment,medium,partial_accept,positive_cue,home run,accepted_auto,low,narrow_multiword_exception_concrete
prop_a835b68aedd0,bat,sports_equipment,medium,partial_accept,typical_action,swing,accepted_auto,low,concrete_action_non_generic
prop_a835b68aedd0,bat,sports_equipment,medium,partial_accept,typical_action,hit,accepted_auto,low,concrete_action_non_generic
prop_a835b68aedd0,bat,sports_equipment,medium,partial_accept,typical_action,strike,accepted_auto,low,concrete_action_non_generic
prop_a835b68aedd0,bat,sports_equipment,medium,partial_accept,typical_location,plate,accepted_auto,low,concrete_location
prop_a835b68aedd0,bat,sports_equipment,medium,partial_accept,semantic_frame_hint,sports_equipment_use,accepted_auto,low,known_compatible_frame_label
prop_a835b68aedd0,bat,sports_equipment,medium,partial_accept,phrase_candidate_hint,swung the bat at the pitch,needs_review,medium,phrase_candidate_needs_prompt_tail_validation
prop_ef0510ed501b,crane,bird,medium,partial_accept,positive_cue,neck,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_ef0510ed501b,crane,bird,medium,partial_accept,positive_cue,leg,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_ef0510ed501b,crane,bird,medium,partial_accept,positive_cue,reed,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_ef0510ed501b,crane,bird,medium,partial_accept,positive_cue,lake,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_ef0510ed501b,crane,bird,medium,partial_accept,positive_cue,wetland,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_ef0510ed501b,crane,bird,medium,partial_accept,positive_cue,marsh,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_ef0510ed501b,crane,bird,medium,partial_accept,positive_cue,wing,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_ef0510ed501b,crane,bird,medium,partial_accept,positive_cue,migration,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_ef0510ed501b,crane,bird,medium,partial_accept,positive_cue,flock,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_ef0510ed501b,crane,bird,medium,partial_accept,typical_action,wade,accepted_auto,low,concrete_action_non_generic
prop_ef0510ed501b,crane,bird,medium,partial_accept,typical_action,dance,accepted_auto,low,concrete_action_non_generic
prop_ef0510ed501b,crane,bird,medium,partial_accept,typical_action,migrate,accepted_auto,low,concrete_action_non_generic
prop_ef0510ed501b,crane,bird,medium,partial_accept,typical_location,wetland,accepted_auto,low,concrete_location
prop_ef0510ed501b,crane,bird,medium,partial_accept,typical_location,lake,accepted_auto,low,concrete_location
prop_ef0510ed501b,crane,bird,medium,partial_accept,semantic_frame_hint,bird_behavior,accepted_auto,low,known_compatible_frame_label
prop_ef0510ed501b,crane,bird,medium,partial_accept,phrase_candidate_hint,stood in the reeds by the lake,needs_review,medium,phrase_candidate_needs_prompt_tail_validation
prop_f5a10d66b7bb,crane,machine,medium,partial_accept,positive_cue,hook,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_f5a10d66b7bb,crane,machine,medium,partial_accept,positive_cue,load,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_f5a10d66b7bb,crane,machine,medium,partial_accept,positive_cue,cable,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_f5a10d66b7bb,crane,machine,medium,partial_accept,positive_cue,boom,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_f5a10d66b7bb,crane,machine,medium,partial_accept,positive_cue,operator,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_f5a10d66b7bb,crane,machine,medium,partial_accept,positive_cue,tower crane,accepted_auto,low,narrow_multiword_exception_concrete
prop_f5a10d66b7bb,crane,machine,medium,partial_accept,positive_cue,outrigger,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_f5a10d66b7bb,crane,machine,medium,partial_accept,positive_cue,construction site,accepted_auto,low,narrow_multiword_exception_concrete
prop_f5a10d66b7bb,crane,machine,medium,partial_accept,positive_cue,steel beams,accepted_auto,low,narrow_multiword_exception_concrete
prop_f5a10d66b7bb,crane,machine,medium,partial_accept,typical_action,lift,accepted_auto,low,concrete_action_non_generic
prop_f5a10d66b7bb,crane,machine,medium,partial_accept,typical_action,lower,accepted_auto,low,concrete_action_non_generic
prop_f5a10d66b7bb,crane,machine,medium,partial_accept,typical_action,swing,accepted_auto,low,concrete_action_non_generic
prop_f5a10d66b7bb,crane,machine,medium,partial_accept,typical_location,construction site,accepted_auto,low,concrete_location
prop_f5a10d66b7bb,crane,machine,medium,partial_accept,semantic_frame_hint,heavy_machinery_operation,needs_review,medium,new_frame_label_requires_project_review
prop_f5a10d66b7bb,crane,machine,medium,partial_accept,phrase_candidate_hint,lowered the load with the hook,needs_review,medium,phrase_candidate_needs_prompt_tail_validation
prop_fddd629a480b,rock,music,medium,partial_accept,positive_cue,band,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_fddd629a480b,rock,music,medium,partial_accept,positive_cue,concert,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_fddd629a480b,rock,music,medium,partial_accept,positive_cue,crowd,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_fddd629a480b,rock,music,medium,partial_accept,positive_cue,stage,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_fddd629a480b,rock,music,medium,partial_accept,positive_cue,guitar,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_fddd629a480b,rock,music,medium,partial_accept,positive_cue,drum,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_fddd629a480b,rock,music,medium,partial_accept,positive_cue,album,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_fddd629a480b,rock,music,medium,partial_accept,positive_cue,genre,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_fddd629a480b,rock,music,medium,partial_accept,typical_action,play,accepted_auto,low,concrete_action_non_generic
prop_fddd629a480b,rock,music,medium,partial_accept,typical_action,perform,accepted_auto,low,concrete_action_non_generic
prop_fddd629a480b,rock,music,medium,partial_accept,typical_location,stage,accepted_auto,low,concrete_location
prop_fddd629a480b,rock,music,medium,partial_accept,semantic_frame_hint,music_performance,needs_review,medium,new_frame_label_requires_project_review
prop_fddd629a480b,rock,music,medium,partial_accept,phrase_candidate_hint,played to a crowd on stage,needs_review,medium,phrase_candidate_needs_prompt_tail_validation
prop_88f3b9744b89,rock,stone,medium,partial_accept,positive_cue,cliff,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_88f3b9744b89,rock,stone,medium,partial_accept,positive_cue,boulder,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_88f3b9744b89,rock,stone,medium,partial_accept,positive_cue,trail,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_88f3b9744b89,rock,stone,medium,partial_accept,positive_cue,mineral,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_88f3b9744b89,rock,stone,medium,partial_accept,positive_cue,geology,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_88f3b9744b89,rock,stone,medium,partial_accept,positive_cue,ground,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_88f3b9744b89,rock,stone,medium,partial_accept,positive_cue,hillside,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_88f3b9744b89,rock,stone,medium,partial_accept,typical_action,climb,accepted_auto,low,concrete_action_non_generic
prop_88f3b9744b89,rock,stone,medium,partial_accept,typical_action,roll,accepted_auto,low,concrete_action_non_generic
prop_88f3b9744b89,rock,stone,medium,partial_accept,typical_location,mountain,accepted_auto,low,concrete_location
prop_88f3b9744b89,rock,stone,medium,partial_accept,typical_location,cliff,accepted_auto,low,concrete_location
prop_88f3b9744b89,rock,stone,medium,partial_accept,semantic_frame_hint,natural_material,needs_review,medium,new_frame_label_requires_project_review
prop_88f3b9744b89,rock,stone,medium,partial_accept,phrase_candidate_hint,climbed over the rocks on the trail,needs_review,medium,phrase_candidate_needs_prompt_tail_validation
prop_744d16810b79,seal,animal,medium,accepted_auto,positive_cue,fish,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_744d16810b79,seal,animal,medium,accepted_auto,positive_cue,flipper,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_744d16810b79,seal,animal,medium,accepted_auto,positive_cue,ocean,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_744d16810b79,seal,animal,medium,accepted_auto,positive_cue,coast,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_744d16810b79,seal,animal,medium,accepted_auto,positive_cue,marine,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_744d16810b79,seal,animal,medium,accepted_auto,positive_cue,mammal,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_744d16810b79,seal,animal,medium,accepted_auto,positive_cue,pup,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_744d16810b79,seal,animal,medium,accepted_auto,positive_cue,orca,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_744d16810b79,seal,animal,medium,accepted_auto,positive_cue,bark,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_744d16810b79,seal,animal,medium,accepted_auto,typical_action,swim,accepted_auto,low,concrete_action_non_generic
prop_744d16810b79,seal,animal,medium,accepted_auto,typical_action,dive,accepted_auto,low,concrete_action_non_generic
prop_744d16810b79,seal,animal,medium,accepted_auto,typical_action,rest,accepted_auto,low,concrete_action_non_generic
prop_744d16810b79,seal,animal,medium,accepted_auto,typical_location,coast,accepted_auto,low,concrete_location
prop_744d16810b79,seal,animal,medium,accepted_auto,typical_location,shore,accepted_auto,low,concrete_location
prop_744d16810b79,seal,animal,medium,accepted_auto,semantic_frame_hint,animal_behavior,accepted_auto,low,known_compatible_frame_label
prop_744d16810b79,seal,animal,medium,accepted_auto,phrase_candidate_hint,dove below the surface,accepted_auto,low,known_safe_concrete_phrase_candidate
prop_547e134ead61,seal,closure_stamp,medium,partial_accept,positive_cue,wax,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_547e134ead61,seal,closure_stamp,medium,partial_accept,positive_cue,envelope,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_547e134ead61,seal,closure_stamp,medium,partial_accept,positive_cue,document,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_547e134ead61,seal,closure_stamp,medium,partial_accept,positive_cue,parcel,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_547e134ead61,seal,closure_stamp,medium,partial_accept,positive_cue,flap,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_547e134ead61,seal,closure_stamp,medium,partial_accept,positive_cue,certificate,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_547e134ead61,seal,closure_stamp,medium,partial_accept,positive_cue,notary,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_547e134ead61,seal,closure_stamp,medium,partial_accept,positive_cue,airtight,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_547e134ead61,seal,closure_stamp,medium,partial_accept,positive_cue,stamped,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_547e134ead61,seal,closure_stamp,medium,partial_accept,typical_action,press,accepted_auto,low,concrete_action_non_generic
prop_547e134ead61,seal,closure_stamp,medium,partial_accept,typical_action,break,accepted_auto,low,concrete_action_non_generic
prop_547e134ead61,seal,closure_stamp,medium,partial_accept,typical_action,stamp,accepted_auto,low,concrete_action_non_generic
prop_547e134ead61,seal,closure_stamp,medium,partial_accept,typical_location,document,accepted_auto,low,concrete_location
prop_547e134ead61,seal,closure_stamp,medium,partial_accept,semantic_frame_hint,document_closure,accepted_auto,low,known_compatible_frame_label
prop_547e134ead61,seal,closure_stamp,medium,partial_accept,phrase_candidate_hint,sealed it shut,accepted_auto,low,known_safe_concrete_phrase_candidate
prop_547e134ead61,seal,closure_stamp,medium,partial_accept,phrase_candidate_hint,pressed the seal onto the document,needs_review,medium,phrase_candidate_needs_prompt_tail_validation
prop_7c916d0fa609,spring,coil,medium,partial_accept,positive_cue,latch,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_7c916d0fa609,spring,coil,medium,partial_accept,positive_cue,handle,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_7c916d0fa609,spring,coil,medium,partial_accept,positive_cue,device,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_7c916d0fa609,spring,coil,medium,partial_accept,positive_cue,coil,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_7c916d0fa609,spring,coil,medium,partial_accept,positive_cue,metal,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_7c916d0fa609,spring,coil,medium,partial_accept,positive_cue,elastic,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_7c916d0fa609,spring,coil,medium,partial_accept,positive_cue,mattress,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_7c916d0fa609,spring,coil,medium,partial_accept,positive_cue,compressed,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_7c916d0fa609,spring,coil,medium,partial_accept,typical_action,snap,accepted_auto,low,concrete_action_non_generic
prop_7c916d0fa609,spring,coil,medium,partial_accept,typical_action,compress,accepted_auto,low,concrete_action_non_generic
prop_7c916d0fa609,spring,coil,medium,partial_accept,typical_action,stretch,accepted_auto,low,concrete_action_non_generic
prop_7c916d0fa609,spring,coil,medium,partial_accept,typical_location,device,accepted_auto,low,concrete_location
prop_7c916d0fa609,spring,coil,medium,partial_accept,semantic_frame_hint,mechanical_device,needs_review,medium,new_frame_label_requires_project_review
prop_7c916d0fa609,spring,coil,medium,partial_accept,phrase_candidate_hint,snapped back into place,accepted_auto,low,known_safe_concrete_phrase_candidate
prop_6da7ad11ada3,spring,season,medium,partial_accept,positive_cue,thaw,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_6da7ad11ada3,spring,season,medium,partial_accept,positive_cue,flower,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_6da7ad11ada3,spring,season,medium,partial_accept,positive_cue,morning,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_6da7ad11ada3,spring,season,medium,partial_accept,positive_cue,rain,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_6da7ad11ada3,spring,season,medium,partial_accept,positive_cue,migration,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_6da7ad11ada3,spring,season,medium,partial_accept,positive_cue,bloom,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_6da7ad11ada3,spring,season,medium,partial_accept,positive_cue,warm,accepted_auto,low,concrete_term_specific_non_conflicting_cue
prop_6da7ad11ada3,spring,season,medium,partial_accept,typical_action,bloom,accepted_auto,low,concrete_action_non_generic
prop_6da7ad11ada3,spring,season,medium,partial_accept,typical_action,thaw,accepted_auto,low,concrete_action_non_generic
prop_6da7ad11ada3,spring,season,medium,partial_accept,typical_location,outdoor,needs_review,medium,vague_location_needs_review
prop_6da7ad11ada3,spring,season,medium,partial_accept,semantic_frame_hint,seasonal_transition,needs_review,medium,new_frame_label_requires_project_review
prop_6da7ad11ada3,spring,season,medium,partial_accept,phrase_candidate_hint,arrived with the first warm mornings,needs_review,medium,phrase_candidate_needs_prompt_tail_validation
